source,target
"The Hague Court acknowledged that Russia was not involved in the Dowel of the MH17 aircraft in 2014","Siarhiej Dubinski"
"The Hague Court acknowledged that Russia was not involved in the Dowel of the MH17 aircraft in 2014","Leonid Harcenko"
"Chisinaul negotiates with Kiev an exchange of territories offers a military deposit in Transnistria instead of a part of the Odessa region","Kiev an exchange of territories"
"Chisinaul negotiates with Kiev an exchange of territories offers a military deposit in Transnistria instead of a part of the Odessa region","Odessa"
"Chisinaul negotiates with Kiev an exchange of territories offers a military deposit in Transnistria instead of a part of the Odessa region","military deposits"
"Chisinaul negotiates with Kiev an exchange of territories offers a military deposit in Transnistria instead of a part of the Odessa region","ammunition"
"Chisinaul negotiates with Kiev an exchange of territories offers a military deposit in Transnistria instead of a part of the Odessa region","Danube"
"Putin did not attend the G20 summit because the West was preparing a terrorist attack against","G20"
"Putin did not attend the G20 summit because the West was preparing a terrorist attack against","terrorist attack"
"The French reject the policy of sanctions towards Russia and assistance granted to Ukraine","sanctions"
"The French reject the policy of sanctions towards Russia and assistance granted to Ukraine","assistance"
"The French reject the policy of sanctions towards Russia and assistance granted to Ukraine","dissatisfaction"
"The French reject the policy of sanctions towards Russia and assistance granted to Ukraine","recent months"
"The French reject the policy of sanctions towards Russia and assistance granted to Ukraine","Francois Asselineau"
"30 years after Independence, Ukraine is a fragmented, failed and artificial state","France"
"30 years after Independence, Ukraine is a fragmented, failed and artificial state","France"
"The French reject the policy of sanctions towards Russia and assistance granted to Ukraine","France"
"NATO stole the national holiday of Romania, leaving at the same time the country without army","National Day Romania"
"NATO stole the national holiday of Romania, leaving at the same time the country without army","march"
"NATO stole the national holiday of Romania, leaving at the same time the country without army","National Day"
"Volodimir Zelenski visited the herson to launch civilian massacre","Ekaterina Gubariova"
"Volodimir Zelenski visited the herson to launch civilian massacre","civilian massacre"
"Volodimir Zelenski visited the herson to launch civilian massacre","massacre"
"The United States is preparing to attack Transnistria","Ğömär Bäşir"
"The United States is preparing to attack Transnistria","Ğömär Bäşir"
"The United States is preparing to attack Transnistria","Vashi Novosti"
"The United States is preparing to attack Transnistria","Vashi Novosti"
"The United States is preparing to attack Transnistria","energy military problems"
"The United States is preparing to attack Transnistria","energy military problems"
"Zelenski will give up Poland Lviv Region","ally"
"Romanian consumers will no longer be able to buy energy from Hidroelectrica and Nuclearelectrica because it will be the date of Moldova","Nuclearelectrica"
"Romanian consumers will no longer be able to buy energy from Hidroelectrica and Nuclearelectrica because it will be the date of Moldova","Nuclearelectrica"
"Romanian consumers will no longer be able to buy energy from Hidroelectrica and Nuclearelectrica because it will be the date of Moldova","energy savings"
"Romanian consumers will no longer be able to buy energy from Hidroelectrica and Nuclearelectrica because it will be the date of Moldova","energy savings"
"Romanian consumers will no longer be able to buy energy from Hidroelectrica and Nuclearelectrica because it will be the date of Moldova","economic environment"
"Romanian consumers will no longer be able to buy energy from Hidroelectrica and Nuclearelectrica because it will be the date of Moldova","economic environment"
"Romanian consumers will no longer be able to buy energy from Hidroelectrica and Nuclearelectrica because it will be the date of Moldova","Prut"
"Romanian consumers will no longer be able to buy energy from Hidroelectrica and Nuclearelectrica because it will be the date of Moldova","Prut"
"The Republic of Moldova steals the gas of Transnistria and sells it to Ukraine","third"
"The Republic of Moldova steals the gas of Transnistria and sells it to Ukraine","third"
"The Republic of Moldova steals the gas of Transnistria and sells it to Ukraine","markets"
"The Republic of Moldova steals the gas of Transnistria and sells it to Ukraine","markets"
"The Republic of Moldova steals the gas of Transnistria and sells it to Ukraine","export"
"The Republic of Moldova steals the gas of Transnistria and sells it to Ukraine","export"
"The Republic of Moldova steals the gas of Transnistria and sells it to Ukraine","diplomatic sources"
"The Republic of Moldova steals the gas of Transnistria and sells it to Ukraine","diplomatic sources"
"The Republic of Moldova steals the gas of Transnistria and sells it to Ukraine","Ukraines gas"
"The Republic of Moldova steals the gas of Transnistria and sells it to Ukraine","Ukraines gas"
"Ukraine unemployed will be enrolled in the army and sent to the front","pro-Kremlin"
"Ukraine unemployed will be enrolled in the army and sent to the front","Viktor Yanukovici"
"Ukraine unemployed will be enrolled in the army and sent to the front","Viktor Yanukovici"
"Ukraine unemployed will be enrolled in the army and sent to the front","Mykola Azarov"
"Ukraine unemployed will be enrolled in the army and sent to the front","Mykola Azarov"
"The Ukrainian army gives money to those who trick their friends to enlist","Military Observatory"
"The Ukrainian army gives money to those who trick their friends to enlist","Military Observatory"
"The Ukrainian army gives money to those who trick their friends to enlist","friends"
"The Ukrainian army gives money to those who trick their friends to enlist","friends"
"The Ukrainian army gives money to those who trick their friends to enlist","beautiful money"
